scenario,tool,ligand,count
DLPFC,COMMOT,FGF9,3
DLPFC,COMMOT,FLRT2,5
DLPFC,COMMOT,FN1,1
DLPFC,COMMOT,GAS6,2
DLPFC,COMMOT,GJA1,1
DLPFC,COMMOT,GRN,1
DLPFC,COMMOT,IL34,1
DLPFC,COMMOT,JAG2,1
DLPFC,COMMOT,JAM2,2
DLPFC,COMMOT,JAM3,1
DLPFC,COMMOT,L1CAM,1
DLPFC,COMMOT,LAMB2,3
DLPFC,COMMOT,LRFN4,2
DLPFC,COMMOT,LRFN5,2
DLPFC,COMMOT,LRRC4,1
DLPFC,COMMOT,LRRC4B,2
DLPFC,COMMOT,LRRC4C,1
DLPFC,COMMOT,MAG,1
DLPFC,COMMOT,MDK,5
DLPFC,COMMOT,MPZL1,1
DLPFC,COMMOT,NCAM1,4
DLPFC,COMMOT,NCAM2,1
DLPFC,COMMOT,NECTIN1,1
DLPFC,COMMOT,NEGR1,1
DLPFC,COMMOT,NRG3,1
DLPFC,COMMOT,NRXN1,11
DLPFC,COMMOT,NRXN2,11
DLPFC,COMMOT,NRXN3,10
DLPFC,COMMOT,NTN4,1
DLPFC,COMMOT,PDGFA,1
DLPFC,COMMOT,PPIA,1
DLPFC,COMMOT,PSAP,2
DLPFC,COMMOT,PTN,5
DLPFC,COMMOT,PTPRM,1
DLPFC,COMMOT,RELN,2
DLPFC,COMMOT,RTN4R,1
DLPFC,COMMOT,SEMA4C,1
DLPFC,COMMOT,SEMA4D,2
DLPFC,COMMOT,SEMA6B,2
DLPFC,COMMOT,SEMA6D,1
DLPFC,COMMOT,SLIT1,1
DLPFC,COMMOT,SLIT2,2
DLPFC,COMMOT,SLITRK1,1
DLPFC,COMMOT,SLITRK2,1
DLPFC,COMMOT,SST,2
DLPFC,COMMOT,TAX1BP3,2
DLPFC,COMMOT,TENM2,3
DLPFC,COMMOT,TENM3,3
DLPFC,COMMOT,TNR,1
DLPFC,COMMOT,UNC5A,1
DLPFC,COMMOT,VIP,1
DLPFC,CellAgentChat,ADCYAP1,1
DLPFC,CellAgentChat,AGRN,1
DLPFC,CellAgentChat,AGT,1
DLPFC,CellAgentChat,ALDH1A1,5
DLPFC,CellAgentChat,ALDH1A3,1
DLPFC,CellAgentChat,AMH,1
DLPFC,CellAgentChat,ANGPT2,2
DLPFC,CellAgentChat,ANGPTL2,3
DLPFC,CellAgentChat,ANGPTL4,6
DLPFC,CellAgentChat,APLN,1
DLPFC,CellAgentChat,APOA1,2
DLPFC,CellAgentChat,APOE,2
DLPFC,CellAgentChat,APP,5
DLPFC,CellAgentChat,AREG,1
DLPFC,CellAgentChat,AVP,1
DLPFC,CellAgentChat,BDNF,2
DLPFC,CellAgentChat,BMP7,1
DLPFC,CellAgentChat,BMP8B,2
DLPFC,CellAgentChat,C1QL2,1
DLPFC,CellAgentChat,C3,2
DLPFC,CellAgentChat,CADM1,2
DLPFC,CellAgentChat,CADM3,5
DLPFC,CellAgentChat,CCK,1
DLPFC,CellAgentChat,CCL19,1
DLPFC,CellAgentChat,CCL21,1
DLPFC,CellAgentChat,CCL23,1
DLPFC,CellAgentChat,CCL26,1
DLPFC,CellAgentChat,CD46,1
DLPFC,CellAgentChat,CD55,1
DLPFC,CellAgentChat,CD6,1
DLPFC,CellAgentChat,CD80,1
DLPFC,CellAgentChat,CD99,3
DLPFC,CellAgentChat,CDH1,4
DLPFC,CellAgentChat,CDH12,1
DLPFC,CellAgentChat,CDH2,1
DLPFC,CellAgentChat,CDH3,1
DLPFC,CellAgentChat,CDH4,1
DLPFC,CellAgentChat,CDH5,1
DLPFC,CellAgentChat,CEACAM6,1
DLPFC,CellAgentChat,CHAD,1
DLPFC,CellAgentChat,CLDN1,1
DLPFC,CellAgentChat,CLDN11,1
DLPFC,CellAgentChat,CLDN3,1
DLPFC,CellAgentChat,CNTN1,3
DLPFC,CellAgentChat,CNTN2,3
DLPFC,CellAgentChat,COL1A1,11
DLPFC,CellAgentChat,COL1A2,11
DLPFC,CellAgentChat,COL2A1,8
DLPFC,CellAgentChat,COL3A1,1
DLPFC,CellAgentChat,COL4A1,10
DLPFC,CellAgentChat,COL4A2,5
DLPFC,CellAgentChat,COL4A3,1
DLPFC,CellAgentChat,COL4A5,12
DLPFC,CellAgentChat,COL6A1,9
DLPFC,CellAgentChat,COL6A2,10
DLPFC,CellAgentChat,COL6A3,8
DLPFC,CellAgentChat,COL6A5,3
DLPFC,CellAgentChat,COL9A2,13
DLPFC,CellAgentChat,COL9A3,10
DLPFC,CellAgentChat,COMP,5
DLPFC,CellAgentChat,CORT,1
DLPFC,CellAgentChat,CSF1,1
DLPFC,CellAgentChat,CSPG4,1
DLPFC,CellAgentChat,CTF1,1
DLPFC,CellAgentChat,CX3CL1,1
DLPFC,CellAgentChat,CXCL11,1
DLPFC,CellAgentChat,CXCL3,1
DLPFC,CellAgentChat,CXCL9,1
DLPFC,CellAgentChat,DAGLA,1
DLPFC,CellAgentChat,DAGLB,1
DLPFC,CellAgentChat,DDC,1
DLPFC,CellAgentChat,DHCR24,2
DLPFC,CellAgentChat,DHCR7,2
DLPFC,CellAgentChat,DLK1,1
DLPFC,CellAgentChat,DLL1,2
DLPFC,CellAgentChat,DLL3,3
DLPFC,CellAgentChat,DSC2,1
DLPFC,CellAgentChat,EDN1,2
DLPFC,CellAgentChat,EFNA1,3
DLPFC,CellAgentChat,EFNA3,3
DLPFC,CellAgentChat,EFNA4,1
DLPFC,CellAgentChat,EFNA5,3
DLPFC,CellAgentChat,EFNB1,3
DLPFC,CellAgentChat,EFNB2,2
DLPFC,CellAgentChat,EFNB3,5
DLPFC,CellAgentChat,EGF,1
DLPFC,CellAgentChat,ENTPD1,2
DLPFC,CellAgentChat,ESAM,1
DLPFC,CellAgentChat,F11R,2
DLPFC,CellAgentChat,FGF1,4
DLPFC,CellAgentChat,FGF2,2
DLPFC,CellAgentChat,FGF7,2
DLPFC,CellAgentChat,FGF9,3
DLPFC,CellAgentChat,FLRT1,8
DLPFC,CellAgentChat,FLRT2,5
DLPFC,CellAgentChat,FLRT3,6
DLPFC,CellAgentChat,FN1,9
DLPFC,CellAgentChat,FRAS1,1
DLPFC,CellAgentChat,GAD1,12
DLPFC,CellAgentChat,GAD2,11
DLPFC,CellAgentChat,GAS6,2
DLPFC,CellAgentChat,GDF11,1
DLPFC,CellAgentChat,GDF15,1
DLPFC,CellAgentChat,GDF5,1
DLPFC,CellAgentChat,GDF6,4
DLPFC,CellAgentChat,GHRH,1
DLPFC,CellAgentChat,GJA1,1
DLPFC,CellAgentChat,GJA5,1
DLPFC,CellAgentChat,GJC1,1
DLPFC,CellAgentChat,GLS,18
DLPFC,CellAgentChat,GLS2,17
DLPFC,CellAgentChat,GRN,1
DLPFC,CellAgentChat,GZMA,1
DLPFC,CellAgentChat,HCRT,1
DLPFC,CellAgentChat,HLA-A,1
DLPFC,CellAgentChat,HLA-B,2
DLPFC,CellAgentChat,HLA-C,1
DLPFC,CellAgentChat,HSD17B3,1
DLPFC,CellAgentChat,IAPP,1
DLPFC,CellAgentChat,IBSP,1
DLPFC,CellAgentChat,ICAM5,1
DLPFC,CellAgentChat,IGF1,2
DLPFC,CellAgentChat,IL20,1
DLPFC,CellAgentChat,IL6,2
DLPFC,CellAgentChat,INHBA,1
DLPFC,CellAgentChat,INHBB,1
DLPFC,CellAgentChat,INSL3,1
DLPFC,CellAgentChat,ITGAV,2
DLPFC,CellAgentChat,ITGB1,1
DLPFC,CellAgentChat,JAG1,3
DLPFC,CellAgentChat,JAM2,5
DLPFC,CellAgentChat,JAM3,4
DLPFC,CellAgentChat,KITLG,1
DLPFC,CellAgentChat,KLK5,1
DLPFC,CellAgentChat,L1CAM,2
DLPFC,CellAgentChat,LAMA2,3
DLPFC,CellAgentChat,LAMA3,6
DLPFC,CellAgentChat,LAMA4,9
DLPFC,CellAgentChat,LAMA5,9
DLPFC,CellAgentChat,LAMB1,9
DLPFC,CellAgentChat,LAMB2,10
DLPFC,CellAgentChat,LAMB3,4
DLPFC,CellAgentChat,LAMC1,9
DLPFC,CellAgentChat,LAMC2,2
DLPFC,CellAgentChat,LAMC3,1
DLPFC,CellAgentChat,LCK,2
DLPFC,CellAgentChat,LGALS9,1
DLPFC,CellAgentChat,LIPA,1
DLPFC,CellAgentChat,LPAR1,1
DLPFC,CellAgentChat,LPAR2,1
DLPFC,CellAgentChat,LPAR3,1
DLPFC,CellAgentChat,LRFN4,2
DLPFC,CellAgentChat,LRFN5,2
DLPFC,CellAgentChat,LRRC4,1
DLPFC,CellAgentChat,LRRC4B,2
DLPFC,CellAgentChat,LRRC4C,2
DLPFC,CellAgentChat,LTB,1
DLPFC,CellAgentChat,MAG,1
DLPFC,CellAgentChat,MDK,6
DLPFC,CellAgentChat,MIF,2
DLPFC,CellAgentChat,MMP2,2
DLPFC,CellAgentChat,MPZ,1
DLPFC,CellAgentChat,MPZL1,1
DLPFC,CellAgentChat,NAMPT,1
DLPFC,CellAgentChat,NCAM1,4
DLPFC,CellAgentChat,NCAM2,1
DLPFC,CellAgentChat,NECTIN1,1
DLPFC,CellAgentChat,NECTIN3,2
DLPFC,CellAgentChat,NEGR1,1
DLPFC,CellAgentChat,NFASC,2
DLPFC,CellAgentChat,NPNT,1
DLPFC,CellAgentChat,NPPA,1
DLPFC,CellAgentChat,NPPC,1
DLPFC,CellAgentChat,NPY,3
DLPFC,CellAgentChat,NRG1,2
DLPFC,CellAgentChat,NRG3,1
DLPFC,CellAgentChat,NRXN1,12
DLPFC,CellAgentChat,NRXN2,12
DLPFC,CellAgentChat,NRXN3,10
DLPFC,CellAgentChat,NT5E,1
DLPFC,CellAgentChat,NTF3,1
DLPFC,CellAgentChat,NTN1,2
DLPFC,CellAgentChat,NTN4,3
DLPFC,CellAgentChat,OCLN,1
DLPFC,CellAgentChat,OSM,1
DLPFC,CellAgentChat,PCDHA1,1
DLPFC,CellAgentChat,PCDHA10,1
DLPFC,CellAgentChat,PCDHA3,1
DLPFC,CellAgentChat,PCDHA4,1
DLPFC,CellAgentChat,PCDHA5,1
DLPFC,CellAgentChat,PCDHA7,1
DLPFC,CellAgentChat,PCDHA9,1
DLPFC,CellAgentChat,PCDHAC1,1
DLPFC,CellAgentChat,PCDHAC2,1
DLPFC,CellAgentChat,PCDHB1,1
DLPFC,CellAgentChat,PCDHB10,1
DLPFC,CellAgentChat,PCDHB11,1
DLPFC,CellAgentChat,PCDHB12,1
DLPFC,CellAgentChat,PCDHB13,1
DLPFC,CellAgentChat,PCDHB14,1
DLPFC,CellAgentChat,PCDHB15,1
DLPFC,CellAgentChat,PCDHB16,1
DLPFC,CellAgentChat,PCDHB2,1
DLPFC,CellAgentChat,PCDHB3,1
DLPFC,CellAgentChat,PCDHB4,1
DLPFC,CellAgentChat,PCDHB5,1
DLPFC,CellAgentChat,PCDHB6,1
DLPFC,CellAgentChat,PCDHB7,1
DLPFC,CellAgentChat,PCDHB9,1
DLPFC,CellAgentChat,PCDHGA1,1
DLPFC,CellAgentChat,PCDHGA10,1
DLPFC,CellAgentChat,PCDHGA2,1
DLPFC,CellAgentChat,PCDHGA6,1
DLPFC,CellAgentChat,PCDHGB6,1
DLPFC,CellAgentChat,PCDHGB7,1
DLPFC,CellAgentChat,PDGFA,2
DLPFC,CellAgentChat,PDGFB,2
DLPFC,CellAgentChat,PDGFC,1
DLPFC,CellAgentChat,PECAM1,1
DLPFC,CellAgentChat,PENK,2
DLPFC,CellAgentChat,PNMT,1
DLPFC,CellAgentChat,PNOC,1
DLPFC,CellAgentChat,POSTN,2
DLPFC,CellAgentChat,PPIA,1
DLPFC,CellAgentChat,PRSS3,1
DLPFC,CellAgentChat,PSAP,2
DLPFC,CellAgentChat,PSPN,2
DLPFC,CellAgentChat,PTN,7
DLPFC,CellAgentChat,PTPRC,1
DLPFC,CellAgentChat,PTPRM,1
DLPFC,CellAgentChat,PTPRS,2
DLPFC,CellAgentChat,RELN,3
DLPFC,CellAgentChat,RTN4R,1
DLPFC,CellAgentChat,SELPLG,1
DLPFC,CellAgentChat,SEMA3A,3
DLPFC,CellAgentChat,SEMA3B,5
DLPFC,CellAgentChat,SEMA3C,6
DLPFC,CellAgentChat,SEMA3D,3
DLPFC,CellAgentChat,SEMA3E,1
DLPFC,CellAgentChat,SEMA3F,2
DLPFC,CellAgentChat,SEMA4A,5
DLPFC,CellAgentChat,SEMA4C,1
DLPFC,CellAgentChat,SEMA4D,3
DLPFC,CellAgentChat,SEMA5B,1
DLPFC,CellAgentChat,SEMA6B,2
DLPFC,CellAgentChat,SEMA6D,2
DLPFC,CellAgentChat,SEMA7A,2
DLPFC,CellAgentChat,SHH,1
DLPFC,CellAgentChat,SHMT2,1
DLPFC,CellAgentChat,SLC10A4,1
DLPFC,CellAgentChat,SLC17A6,20
DLPFC,CellAgentChat,SLC17A7,17
DLPFC,CellAgentChat,SLC17A8,2
DLPFC,CellAgentChat,SLC1A1,19
DLPFC,CellAgentChat,SLC1A2,18
DLPFC,CellAgentChat,SLC1A3,17
DLPFC,CellAgentChat,SLC1A6,16
DLPFC,CellAgentChat,SLC29A1,1
DLPFC,CellAgentChat,SLC29A3,1
DLPFC,CellAgentChat,SLC32A1,11
DLPFC,CellAgentChat,SLC6A1,12
DLPFC,CellAgentChat,SLC6A11,6
DLPFC,CellAgentChat,SLC6A12,8
DLPFC,CellAgentChat,SLC6A6,2
DLPFC,CellAgentChat,SLC6A8,12
DLPFC,CellAgentChat,SLIT1,1
DLPFC,CellAgentChat,SLIT2,2
DLPFC,CellAgentChat,SLITRK1,2
DLPFC,CellAgentChat,SLITRK2,2
DLPFC,CellAgentChat,SLITRK3,1
DLPFC,CellAgentChat,SLITRK5,1
DLPFC,CellAgentChat,SLURP1,3
DLPFC,CellAgentChat,SPP1,7
DLPFC,CellAgentChat,SST,2
DLPFC,CellAgentChat,SULT1A1,1
DLPFC,CellAgentChat,TENM1,1
DLPFC,CellAgentChat,TENM2,3
DLPFC,CellAgentChat,TENM3,2
DLPFC,CellAgentChat,TENM4,3
DLPFC,CellAgentChat,TGFA,1
DLPFC,CellAgentChat,TGFB3,1
DLPFC,CellAgentChat,TGM2,1
DLPFC,CellAgentChat,THBS1,4
DLPFC,CellAgentChat,THBS2,6
DLPFC,CellAgentChat,THBS3,4
DLPFC,CellAgentChat,THBS4,5
DLPFC,CellAgentChat,THY1,2
DLPFC,CellAgentChat,TNC,5
DLPFC,CellAgentChat,TNFSF10,1
DLPFC,CellAgentChat,TNFSF12,1
DLPFC,CellAgentChat,TNFSF13B,1
DLPFC,CellAgentChat,TNFSF4,1
DLPFC,CellAgentChat,TNN,2
DLPFC,CellAgentChat,TNR,5
DLPFC,CellAgentChat,TNXB,6
DLPFC,CellAgentChat,TPH1,1
DLPFC,CellAgentChat,TPH2,2
DLPFC,CellAgentChat,TUB,1
DLPFC,CellAgentChat,UBASH3B,1
DLPFC,CellAgentChat,UNC5A,1
DLPFC,CellAgentChat,VCAM1,1
DLPFC,CellAgentChat,VIP,1
DLPFC,CellAgentChat,VSIR,1
DLPFC,CellAgentChat,VWF,1
DLPFC,CellAgentChat,WNT10A,3
DLPFC,CellAgentChat,WNT10B,3
DLPFC,CellAgentChat,WNT11,1
DLPFC,CellAgentChat,WNT16,1
DLPFC,CellAgentChat,WNT2,5
DLPFC,CellAgentChat,WNT3,8
DLPFC,CellAgentChat,WNT4,1
DLPFC,CellAgentChat,WNT5A,3
DLPFC,CellAgentChat,WNT5B,1
DLPFC,CellAgentChat,WNT7A,6
DLPFC,CellAgentChat,WNT7B,7
DLPFC,CellAgentChat,WNT9A,1
DLPFC,Giotto,ADCYAP1,1
DLPFC,Giotto,ADIPOQ,2
DLPFC,Giotto,ADM,1
DLPFC,Giotto,AGT,2
DLPFC,Giotto,ALDH1A2,8
DLPFC,Giotto,ALDH1A3,5
DLPFC,Giotto,AMH,4
DLPFC,Giotto,ANGPTL4,2
DLPFC,Giotto,APLN,1
DLPFC,Giotto,APOA1,1
DLPFC,Giotto,APOE,2
DLPFC,Giotto,APP,4
DLPFC,Giotto,AREG,1
DLPFC,Giotto,BDNF,2
DLPFC,Giotto,BMP2,4
DLPFC,Giotto,BMP4,4
DLPFC,Giotto,BMP7,2
DLPFC,Giotto,BST2,1
DLPFC,Giotto,C1QL2,1
DLPFC,Giotto,C3,3
DLPFC,Giotto,CADM1,2
DLPFC,Giotto,CADM3,2
DLPFC,Giotto,CALCB,1
DLPFC,Giotto,CCK,1
DLPFC,Giotto,CCL11,1
DLPFC,Giotto,CCL17,1
DLPFC,Giotto,CCL2,1
DLPFC,Giotto,CCL20,1
DLPFC,Giotto,CCL21,2
DLPFC,Giotto,CCL28,1
DLPFC,Giotto,CCL5,2
DLPFC,Giotto,CCL8,4
DLPFC,Giotto,CD46,1
DLPFC,Giotto,CD52,1
DLPFC,Giotto,CD6,1
DLPFC,Giotto,CDH1,1
DLPFC,Giotto,CDH12,1
DLPFC,Giotto,CDH2,1
DLPFC,Giotto,CGA,1
DLPFC,Giotto,CLCF1,2
DLPFC,Giotto,CNTN1,3
DLPFC,Giotto,CNTN2,3
DLPFC,Giotto,COL1A1,1
DLPFC,Giotto,COL1A2,11
DLPFC,Giotto,COL2A1,2
DLPFC,Giotto,COL4A1,8
DLPFC,Giotto,COL4A2,6
DLPFC,Giotto,COL4A3,1
DLPFC,Giotto,COL4A4,1
DLPFC,Giotto,COL4A5,2
DLPFC,Giotto,COL6A1,6
DLPFC,Giotto,COL6A2,12
DLPFC,Giotto,COL6A3,2
DLPFC,Giotto,COL6A5,1
DLPFC,Giotto,COL6A6,1
DLPFC,Giotto,COL9A1,1
DLPFC,Giotto,COL9A2,10
DLPFC,Giotto,COMP,1
DLPFC,Giotto,CORT,1
DLPFC,Giotto,CRH,2
DLPFC,Giotto,CRTAM,1
DLPFC,Giotto,CSF1,1
DLPFC,Giotto,CSPG4,1
DLPFC,Giotto,CTF1,1
DLPFC,Giotto,CTSG,2
DLPFC,Giotto,CXCL10,1
DLPFC,Giotto,CXCL13,2
DLPFC,Giotto,CXCL6,1
DLPFC,Giotto,CXCL9,1
DLPFC,Giotto,CYP19A1,1
DLPFC,Giotto,DAGLA,1
DLPFC,Giotto,DAGLB,1
DLPFC,Giotto,DDC,10
DLPFC,Giotto,DHCR24,1
DLPFC,Giotto,DHCR7,4
DLPFC,Giotto,DHH,2
DLPFC,Giotto,DHRS9,1
DLPFC,Giotto,DLL3,3
DLPFC,Giotto,DSC1,2
DLPFC,Giotto,DSC2,2
DLPFC,Giotto,EDN3,2
DLPFC,Giotto,EFNA1,7
DLPFC,Giotto,EFNA3,7
DLPFC,Giotto,EFNA4,5
DLPFC,Giotto,EFNA5,8
DLPFC,Giotto,EFNB1,3
DLPFC,Giotto,EFNB2,5
DLPFC,Giotto,EFNB3,5
DLPFC,Giotto,ENHO,1
DLPFC,Giotto,ENTPD1,2
DLPFC,Giotto,F11R,1
DLPFC,Giotto,FGF1,3
DLPFC,Giotto,FGF16,1
DLPFC,Giotto,FGF17,2
DLPFC,Giotto,FGF18,2
DLPFC,Giotto,FGF2,3
DLPFC,Giotto,FGF20,1
DLPFC,Giotto,FGF5,1
DLPFC,Giotto,FGF8,1
DLPFC,Giotto,FGF9,1
DLPFC,Giotto,FLRT1,3
DLPFC,Giotto,FLRT2,6
DLPFC,Giotto,FLRT3,2
DLPFC,Giotto,FN1,3
DLPFC,Giotto,GAL,3
DLPFC,Giotto,GAS6,2
DLPFC,Giotto,GDF11,1
DLPFC,Giotto,GDF3,1
DLPFC,Giotto,GDF5,3
DLPFC,Giotto,GDF6,3
DLPFC,Giotto,GDF7,4
DLPFC,Giotto,GDF9,1
DLPFC,Giotto,GHRH,1
DLPFC,Giotto,GJA1,1
DLPFC,Giotto,GJC1,1
DLPFC,Giotto,GP1BA,1
DLPFC,Giotto,GRN,1
DLPFC,Giotto,GZMA,1
DLPFC,Giotto,HBEGF,1
DLPFC,Giotto,HDC,1
DLPFC,Giotto,HGF,1
DLPFC,Giotto,HLA-DMB,1
DLPFC,Giotto,HLA-DOB,1
DLPFC,Giotto,HLA-DQB2,1
DLPFC,Giotto,HSD17B1,3
DLPFC,Giotto,HSD17B12,1
DLPFC,Giotto,HSPG2,1
DLPFC,Giotto,IAPP,1
DLPFC,Giotto,ICAM1,5
DLPFC,Giotto,ICAM2,1
DLPFC,Giotto,ICOSLG,1
DLPFC,Giotto,IFNL2,1
DLPFC,Giotto,IGF1,2
DLPFC,Giotto,IL10,1
DLPFC,Giotto,IL11,1
DLPFC,Giotto,IL13,1
DLPFC,Giotto,IL17B,1
DLPFC,Giotto,IL17F,1
DLPFC,Giotto,IL18,1
DLPFC,Giotto,IL1A,1
DLPFC,Giotto,IL1B,1
DLPFC,Giotto,IL25,1
DLPFC,Giotto,IL34,1
DLPFC,Giotto,IL6,1
DLPFC,Giotto,INHBA,1
DLPFC,Giotto,INHBB,1
DLPFC,Giotto,JAG1,1
DLPFC,Giotto,JAM2,2
DLPFC,Giotto,JAM3,4
DLPFC,Giotto,KLK4,1
DLPFC,Giotto,LAMA1,9
DLPFC,Giotto,LAMA2,8
DLPFC,Giotto,LAMA3,7
DLPFC,Giotto,LAMA4,10
DLPFC,Giotto,LAMA5,4
DLPFC,Giotto,LAMB1,2
DLPFC,Giotto,LAMB2,9
DLPFC,Giotto,LAMB3,11
DLPFC,Giotto,LAMC1,8
DLPFC,Giotto,LAMC2,7
DLPFC,Giotto,LAMC3,9
DLPFC,Giotto,LIPA,2
DLPFC,Giotto,LRFN4,3
DLPFC,Giotto,LRFN5,3
DLPFC,Giotto,LRRC4,1
DLPFC,Giotto,LRRC4B,3
DLPFC,Giotto,LRRC4C,2
DLPFC,Giotto,LRRTM4,1
DLPFC,Giotto,MAG,1
DLPFC,Giotto,MDK,8
DLPFC,Giotto,MIF,4
DLPFC,Giotto,MMP2,1
DLPFC,Giotto,MSTN,1
DLPFC,Giotto,NAMPT,1
DLPFC,Giotto,NCAM1,4
DLPFC,Giotto,NECTIN1,3
DLPFC,Giotto,NECTIN3,3
DLPFC,Giotto,NEGR1,1
DLPFC,Giotto,NFASC,1
DLPFC,Giotto,NPPA,1
DLPFC,Giotto,NPPC,1
DLPFC,Giotto,NPY,4
DLPFC,Giotto,NRG1,3
DLPFC,Giotto,NRG2,1
DLPFC,Giotto,NRTN,1
DLPFC,Giotto,NRXN1,7
DLPFC,Giotto,NRXN2,10
DLPFC,Giotto,NRXN3,8
DLPFC,Giotto,NTF3,2
DLPFC,Giotto,NTN1,1
DLPFC,Giotto,NTN4,2
DLPFC,Giotto,NTS,3
DLPFC,Giotto,OSM,2
DLPFC,Giotto,PCDHB14,1
DLPFC,Giotto,PCDHGA10,1
DLPFC,Giotto,PDGFB,1
DLPFC,Giotto,PDYN,3
DLPFC,Giotto,PECAM1,2
DLPFC,Giotto,PENK,4
DLPFC,Giotto,PNOC,1
DLPFC,Giotto,POMC,7
DLPFC,Giotto,POSTN,1
DLPFC,Giotto,PRNP,1
DLPFC,Giotto,PROS1,2
DLPFC,Giotto,PRSS3,5
DLPFC,Giotto,PSAP,1
DLPFC,Giotto,PSPN,1
DLPFC,Giotto,PTGDS,2
DLPFC,Giotto,PTGES,1
DLPFC,Giotto,PTGES2,4
DLPFC,Giotto,PTGR1,1
DLPFC,Giotto,PTH2,1
DLPFC,Giotto,PTN,5
DLPFC,Giotto,PVR,1
DLPFC,Giotto,PYY,3
DLPFC,Giotto,RARRES2,1
DLPFC,Giotto,RBP4,1
DLPFC,Giotto,RELN,3
DLPFC,Giotto,SDC2,1
DLPFC,Giotto,SELE,1
DLPFC,Giotto,SEMA3A,4
DLPFC,Giotto,SEMA3B,4
DLPFC,Giotto,SEMA3C,3
DLPFC,Giotto,SEMA3D,3
DLPFC,Giotto,SEMA3E,1
DLPFC,Giotto,SEMA3F,2
DLPFC,Giotto,SEMA3G,3
DLPFC,Giotto,SEMA4A,8
DLPFC,Giotto,SEMA4C,1
DLPFC,Giotto,SEMA4D,4
DLPFC,Giotto,SEMA4G,1
DLPFC,Giotto,SEMA5A,2
DLPFC,Giotto,SEMA6A,1
DLPFC,Giotto,SEMA6B,2
DLPFC,Giotto,SEMA7A,1
DLPFC,Giotto,SHH,2
DLPFC,Giotto,SIGLEC1,1
DLPFC,Giotto,SLIT2,1
DLPFC,Giotto,SLITRK1,1
DLPFC,Giotto,SLITRK2,1
DLPFC,Giotto,SLITRK3,1
DLPFC,Giotto,SLITRK4,1
DLPFC,Giotto,SLITRK5,1
DLPFC,Giotto,SLURP1,9
DLPFC,Giotto,SPP1,9
DLPFC,Giotto,SST,3
DLPFC,Giotto,TAC3,1
DLPFC,Giotto,TAX1BP3,2
DLPFC,Giotto,TBXAS1,1
DLPFC,Giotto,TENM1,2
DLPFC,Giotto,TENM2,3
DLPFC,Giotto,TENM3,3
DLPFC,Giotto,TENM4,3
DLPFC,Giotto,TGFA,1
DLPFC,Giotto,TGFB1,2
DLPFC,Giotto,TGFB2,2
DLPFC,Giotto,TGFB3,4
DLPFC,Giotto,THBS1,1
DLPFC,Giotto,THBS2,5
DLPFC,Giotto,THBS3,2
DLPFC,Giotto,THBS4,3
DLPFC,Giotto,THPO,1
DLPFC,Giotto,THY1,5
DLPFC,Giotto,TNC,3
DLPFC,Giotto,TNFSF12,1
DLPFC,Giotto,TNFSF13B,2
DLPFC,Giotto,TNFSF9,1
DLPFC,Giotto,TNN,1
DLPFC,Giotto,TNR,8
DLPFC,Giotto,TNXB,2
DLPFC,Giotto,TULP2,1
DLPFC,Giotto,UCN,1
DLPFC,Giotto,UNC5A,1
DLPFC,Giotto,VCAM1,1
DLPFC,Giotto,VEGFA,2
DLPFC,Giotto,VEGFD,1
DLPFC,Giotto,VIP,3
DLPFC,Giotto,WNT10A,2
DLPFC,Giotto,WNT10B,10
DLPFC,Giotto,WNT11,4
DLPFC,Giotto,WNT16,3
DLPFC,Giotto,WNT2,2
DLPFC,Giotto,WNT2B,5
DLPFC,Giotto,WNT3,12
DLPFC,Giotto,WNT3A,2
DLPFC,Giotto,WNT4,5
DLPFC,Giotto,WNT5A,5
DLPFC,Giotto,WNT5B,3
DLPFC,Giotto,WNT6,9
DLPFC,Giotto,WNT7A,7
DLPFC,Giotto,WNT7B,2
DLPFC,Giotto,WNT8A,2
DLPFC,Giotto,WNT9A,2
DLPFC,Giotto,WNT9B,3
DLPFC,SpaTalk,ADCYAP1,1
DLPFC,SpaTalk,AGT,1
DLPFC,SpaTalk,ALDH1A1,1
DLPFC,SpaTalk,ANGPTL2,1
DLPFC,SpaTalk,ANGPTL4,1
DLPFC,SpaTalk,APOE,1
DLPFC,SpaTalk,AREG,1
DLPFC,SpaTalk,BDNF,1
DLPFC,SpaTalk,BMP4,1
DLPFC,SpaTalk,BMP7,3
DLPFC,SpaTalk,BMP8B,2
DLPFC,SpaTalk,CCL3,1
DLPFC,SpaTalk,CNTN1,1
DLPFC,SpaTalk,COL1A1,5
DLPFC,SpaTalk,COL1A2,6
DLPFC,SpaTalk,COL4A1,5
DLPFC,SpaTalk,COL4A2,3
DLPFC,SpaTalk,COL4A5,2
DLPFC,SpaTalk,COL6A1,4
DLPFC,SpaTalk,COL6A2,1
DLPFC,SpaTalk,COL6A3,5
DLPFC,SpaTalk,COL9A2,3
DLPFC,SpaTalk,COL9A3,4
DLPFC,SpaTalk,COMP,2
DLPFC,SpaTalk,CRH,1
DLPFC,SpaTalk,CSPG4,1
DLPFC,SpaTalk,CTF1,1
DLPFC,SpaTalk,DHCR7,1
DLPFC,SpaTalk,DLL1,1
DLPFC,SpaTalk,DLL3,2
DLPFC,SpaTalk,EFNB1,1
DLPFC,SpaTalk,EFNB2,1
DLPFC,SpaTalk,EFNB3,2
