,ligand,receptor,annotation,LR
1659,ENTPD1,ADORA2A,Cell-Cell Contact,ENTPD1_ADORA2A
1660,ENTPD1,ADORA2B,Cell-Cell Contact,ENTPD1_ADORA2B
1661,ENTPD1,TMIGD3,Cell-Cell Contact,ENTPD1_TMIGD3
1662,CD40LG,CD40,Cell-Cell Contact,CD40LG_CD40
1663,PTPRC,CD22,Cell-Cell Contact,PTPRC_CD22
1664,PTPRC,MRC1,Cell-Cell Contact,PTPRC_MRC1
1665,CD46,JAG1,Cell-Cell Contact,CD46_JAG1
1666,CD48,CD244,Cell-Cell Contact,CD48_CD244
1667,CD6,ALCAM,Cell-Cell Contact,CD6_ALCAM
1668,CD80,CD274,Cell-Cell Contact,CD80_CD274
1669,CD80,CD28,Cell-Cell Contact,CD80_CD28
1670,CD80,CTLA4,Cell-Cell Contact,CD80_CTLA4
1671,CD86,CD28,Cell-Cell Contact,CD86_CD28
1672,CD86,CTLA4,Cell-Cell Contact,CD86_CTLA4
1673,CD96,NECTIN1,Cell-Cell Contact,CD96_NECTIN1
1674,CD96,PVR,Cell-Cell Contact,CD96_PVR
1675,CD99,PILRA,Cell-Cell Contact,CD99_PILRA
1676,CD99,CD99,Cell-Cell Contact,CD99_CD99
1677,CD99,CD99L2,Cell-Cell Contact,CD99_CD99L2
1678,CDH15,CDH15,Cell-Cell Contact,CDH15_CDH15
1679,CDH4,CDH4,Cell-Cell Contact,CDH4_CDH4
1680,CDH2,CDH2,Cell-Cell Contact,CDH2_CDH2
1681,CDH1,CDH1,Cell-Cell Contact,CDH1_CDH1
1682,CDH1,ITGA2,Cell-Cell Contact,CDH1_ITGA2
1683,CDH1,ITGB1,Cell-Cell Contact,CDH1_ITGB1
1684,CDH1,ITGAE,Cell-Cell Contact,CDH1_ITGAE
1685,CDH1,ITGB7,Cell-Cell Contact,CDH1_ITGB7
1686,CDH1,KLRG1,Cell-Cell Contact,CDH1_KLRG1
1687,CDH5,CDH5,Cell-Cell Contact,CDH5_CDH5
1688,CD1D,CEACAM5,Cell-Cell Contact,CD1D_CEACAM5
1689,CD209,CEACAM1,Cell-Cell Contact,CD209_CEACAM1
1690,CD8A,CEACAM5,Cell-Cell Contact,CD8A_CEACAM5
1691,CEACAM1,CEACAM5,Cell-Cell Contact,CEACAM1_CEACAM5
1692,SELE,CEACAM1,Cell-Cell Contact,SELE_CEACAM1
1693,CLDN11,CLDN11,Cell-Cell Contact,CLDN11_CLDN11
1694,CLEC2D,KLRB1,Cell-Cell Contact,CLEC2D_KLRB1
1695,CLEC2A,KLRB1,Cell-Cell Contact,CLEC2A_KLRB1
1696,CLEC2B,KLRB1,Cell-Cell Contact,CLEC2B_KLRB1
1697,CD69,KLRB1,Cell-Cell Contact,CD69_KLRB1
1698,CLEC2L,KLRB1,Cell-Cell Contact,CLEC2L_KLRB1
1699,CLEC1B,KLRB1,Cell-Cell Contact,CLEC1B_KLRB1
1700,NFASC,CNTN1,Cell-Cell Contact,NFASC_CNTN1
1701,NFASC,CNTNAP1,Cell-Cell Contact,NFASC_CNTNAP1
1702,CNTN2,CNTN2,Cell-Cell Contact,CNTN2_CNTN2
1703,CNTN2,CNTNAP2,Cell-Cell Contact,CNTN2_CNTNAP2
1704,CNTN2,L1CAM,Cell-Cell Contact,CNTN2_L1CAM
1705,CNTN1,NRCAM,Cell-Cell Contact,CNTN1_NRCAM
1706,CSPG4,ITGA3,Cell-Cell Contact,CSPG4_ITGA3
1707,CSPG4,ITGB1,Cell-Cell Contact,CSPG4_ITGB1
1708,DSC1,DSG1,Cell-Cell Contact,DSC1_DSG1
1709,DSC1,DSG2,Cell-Cell Contact,DSC1_DSG2
1710,DSC2,DSG1,Cell-Cell Contact,DSC2_DSG1
1711,DSC2,DSG2,Cell-Cell Contact,DSC2_DSG2
1712,DSC3,DSG1,Cell-Cell Contact,DSC3_DSG1
1713,DSC3,DSG2,Cell-Cell Contact,DSC3_DSG2
1714,EPGN,EGFR,Cell-Cell Contact,EPGN_EGFR
1715,EFNA1,EPHA1,Cell-Cell Contact,EFNA1_EPHA1
1716,EFNA1,EPHA2,Cell-Cell Contact,EFNA1_EPHA2
1717,EFNA1,EPHA3,Cell-Cell Contact,EFNA1_EPHA3
1718,EFNA1,EPHA4,Cell-Cell Contact,EFNA1_EPHA4
1719,EFNA1,EPHA5,Cell-Cell Contact,EFNA1_EPHA5
1720,EFNA1,EPHA7,Cell-Cell Contact,EFNA1_EPHA7
1721,EFNA1,EPHA8,Cell-Cell Contact,EFNA1_EPHA8
1722,EFNA2,EPHA1,Cell-Cell Contact,EFNA2_EPHA1
1723,EFNA2,EPHA2,Cell-Cell Contact,EFNA2_EPHA2
1724,EFNA2,EPHA3,Cell-Cell Contact,EFNA2_EPHA3
1725,EFNA2,EPHA4,Cell-Cell Contact,EFNA2_EPHA4
1726,EFNA2,EPHA5,Cell-Cell Contact,EFNA2_EPHA5
1727,EFNA2,EPHA7,Cell-Cell Contact,EFNA2_EPHA7
1728,EFNA2,EPHA8,Cell-Cell Contact,EFNA2_EPHA8
1729,EFNA3,EPHA1,Cell-Cell Contact,EFNA3_EPHA1
1730,EFNA3,EPHA2,Cell-Cell Contact,EFNA3_EPHA2
1731,EFNA3,EPHA3,Cell-Cell Contact,EFNA3_EPHA3
1732,EFNA3,EPHA4,Cell-Cell Contact,EFNA3_EPHA4
1733,EFNA3,EPHA5,Cell-Cell Contact,EFNA3_EPHA5
1734,EFNA3,EPHA7,Cell-Cell Contact,EFNA3_EPHA7
1735,EFNA3,EPHA8,Cell-Cell Contact,EFNA3_EPHA8
1736,EFNA4,EPHA1,Cell-Cell Contact,EFNA4_EPHA1
1737,EFNA4,EPHA2,Cell-Cell Contact,EFNA4_EPHA2
1738,EFNA4,EPHA3,Cell-Cell Contact,EFNA4_EPHA3
1739,EFNA4,EPHA4,Cell-Cell Contact,EFNA4_EPHA4
1740,EFNA4,EPHA5,Cell-Cell Contact,EFNA4_EPHA5
1741,EFNA4,EPHA7,Cell-Cell Contact,EFNA4_EPHA7
1742,EFNA4,EPHA8,Cell-Cell Contact,EFNA4_EPHA8
1743,EFNA5,EPHA1,Cell-Cell Contact,EFNA5_EPHA1
1744,EFNA5,EPHA2,Cell-Cell Contact,EFNA5_EPHA2
1745,EFNA5,EPHA3,Cell-Cell Contact,EFNA5_EPHA3
1746,EFNA5,EPHA4,Cell-Cell Contact,EFNA5_EPHA4
1747,EFNA5,EPHA5,Cell-Cell Contact,EFNA5_EPHA5
1748,EFNA5,EPHA7,Cell-Cell Contact,EFNA5_EPHA7
1749,EFNA5,EPHA8,Cell-Cell Contact,EFNA5_EPHA8
1750,EFNA5,EPHB2,Cell-Cell Contact,EFNA5_EPHB2
1751,EFNB1,EPHA4,Cell-Cell Contact,EFNB1_EPHA4
1752,EFNB1,EPHB1,Cell-Cell Contact,EFNB1_EPHB1
1753,EFNB1,EPHB2,Cell-Cell Contact,EFNB1_EPHB2
1754,EFNB1,EPHB3,Cell-Cell Contact,EFNB1_EPHB3
1755,EFNB1,EPHB4,Cell-Cell Contact,EFNB1_EPHB4
1756,EFNB2,EPHA4,Cell-Cell Contact,EFNB2_EPHA4
1757,EFNB2,EPHB1,Cell-Cell Contact,EFNB2_EPHB1
1758,EFNB2,EPHB2,Cell-Cell Contact,EFNB2_EPHB2
1759,EFNB2,EPHB3,Cell-Cell Contact,EFNB2_EPHB3
1760,EFNB2,EPHB4,Cell-Cell Contact,EFNB2_EPHB4
1761,EFNB3,EPHA4,Cell-Cell Contact,EFNB3_EPHA4
1762,EFNB3,EPHB1,Cell-Cell Contact,EFNB3_EPHB1
1763,EFNB3,EPHB2,Cell-Cell Contact,EFNB3_EPHB2
1764,EFNB3,EPHB3,Cell-Cell Contact,EFNB3_EPHB3
1765,EFNB3,EPHB4,Cell-Cell Contact,EFNB3_EPHB4
1766,EFNB3,EPHB6,Cell-Cell Contact,EFNB3_EPHB6
1767,ESAM,ESAM,Cell-Cell Contact,ESAM_ESAM
1768,GP1BA,ITGAM,Cell-Cell Contact,GP1BA_ITGAM
1769,GP1BA,ITGB2,Cell-Cell Contact,GP1BA_ITGB2
1770,ICAM1,ITGAX,Cell-Cell Contact,ICAM1_ITGAX
1771,ICAM1,ITGB2,Cell-Cell Contact,ICAM1_ITGB2
1772,ICAM1,ITGAL,Cell-Cell Contact,ICAM1_ITGAL
1773,ICAM2,ITGAL,Cell-Cell Contact,ICAM2_ITGAL
1774,ICAM2,ITGB2,Cell-Cell Contact,ICAM2_ITGB2
1775,ICAM1,ITGAM,Cell-Cell Contact,ICAM1_ITGAM
1776,ICAM2,ITGAM,Cell-Cell Contact,ICAM2_ITGAM
1777,ICAM1,SPN,Cell-Cell Contact,ICAM1_SPN
1778,ICAM5,CD209,Cell-Cell Contact,ICAM5_CD209
1779,ICOSLG,ICOS,Cell-Cell Contact,ICOSLG_ICOS
1780,ICOSLG,CD28,Cell-Cell Contact,ICOSLG_CD28
1781,ICOSLG,CTLA4,Cell-Cell Contact,ICOSLG_CTLA4
1782,JAM2,ITGA3,Cell-Cell Contact,JAM2_ITGA3
1783,JAM2,ITGB1,Cell-Cell Contact,JAM2_ITGB1
1784,JAM2,ITGAV,Cell-Cell Contact,JAM2_ITGAV
1785,JAM3,ITGAM,Cell-Cell Contact,JAM3_ITGAM
1786,JAM3,ITGB2,Cell-Cell Contact,JAM3_ITGB2
1787,F11R,ITGAL,Cell-Cell Contact,F11R_ITGAL
1788,F11R,ITGB2,Cell-Cell Contact,F11R_ITGB2
1789,JAM2,JAM3,Cell-Cell Contact,JAM2_JAM3
1790,F11R,F11R,Cell-Cell Contact,F11R_F11R
1791,JAM2,F11R,Cell-Cell Contact,JAM2_F11R
1792,JAM2,JAM2,Cell-Cell Contact,JAM2_JAM2
1793,JAM3,F11R,Cell-Cell Contact,JAM3_F11R
1794,JAM3,JAM3,Cell-Cell Contact,JAM3_JAM3
1795,L1CAM,ITGAV,Cell-Cell Contact,L1CAM_ITGAV
1796,L1CAM,ITGB3,Cell-Cell Contact,L1CAM_ITGB3
1797,L1CAM,ITGA4,Cell-Cell Contact,L1CAM_ITGA4
1798,L1CAM,ITGB7,Cell-Cell Contact,L1CAM_ITGB7
1799,L1CAM,L1CAM,Cell-Cell Contact,L1CAM_L1CAM
1800,LCK,CD8B,Cell-Cell Contact,LCK_CD8B
1801,LCK,CD8A,Cell-Cell Contact,LCK_CD8A
1802,MADCAM1,ITGA4,Cell-Cell Contact,MADCAM1_ITGA4
1803,MADCAM1,ITGB7,Cell-Cell Contact,MADCAM1_ITGB7
1804,MAG,MAG,Cell-Cell Contact,MAG_MAG
1805,HLA-A,CD8A,Cell-Cell Contact,HLA-A_CD8A
1806,HLA-B,CD8A,Cell-Cell Contact,HLA-B_CD8A
1807,HLA-C,CD8A,Cell-Cell Contact,HLA-C_CD8A
1808,HLA-E,CD8A,Cell-Cell Contact,HLA-E_CD8A
1809,HLA-F,CD8A,Cell-Cell Contact,HLA-F_CD8A
1810,HLA-G,CD8A,Cell-Cell Contact,HLA-G_CD8A
1811,HLA-A,CD8B,Cell-Cell Contact,HLA-A_CD8B
1812,HLA-B,CD8B,Cell-Cell Contact,HLA-B_CD8B
1813,HLA-C,CD8B,Cell-Cell Contact,HLA-C_CD8B
1814,HLA-E,CD8B,Cell-Cell Contact,HLA-E_CD8B
1815,HLA-F,CD8B,Cell-Cell Contact,HLA-F_CD8B
1816,HLA-G,CD8B,Cell-Cell Contact,HLA-G_CD8B
1817,HLA-A,CD8B2,Cell-Cell Contact,HLA-A_CD8B2
1818,HLA-B,CD8B2,Cell-Cell Contact,HLA-B_CD8B2
1819,HLA-C,CD8B2,Cell-Cell Contact,HLA-C_CD8B2
1820,HLA-E,CD8B2,Cell-Cell Contact,HLA-E_CD8B2
1821,HLA-F,CD8B2,Cell-Cell Contact,HLA-F_CD8B2
1822,HLA-G,CD8B2,Cell-Cell Contact,HLA-G_CD8B2
1823,HLA-C,KIR2DL1,Cell-Cell Contact,HLA-C_KIR2DL1
1824,HLA-C,KIR2DL3,Cell-Cell Contact,HLA-C_KIR2DL3
1825,HLA-G,LILRB1,Cell-Cell Contact,HLA-G_LILRB1
1826,HLA-G,LILRB2,Cell-Cell Contact,HLA-G_LILRB2
1827,HLA-F,KIR3DL1,Cell-Cell Contact,HLA-F_KIR3DL1
1828,HLA-F,KIR3DL2,Cell-Cell Contact,HLA-F_KIR3DL2
1829,HLA-B,KIR3DL2,Cell-Cell Contact,HLA-B_KIR3DL2
1830,HLA-C,KIR3DL3,Cell-Cell Contact,HLA-C_KIR3DL3
1831,HLA-E,KLRC1,Cell-Cell Contact,HLA-E_KLRC1
1832,HLA-E,KLRC2,Cell-Cell Contact,HLA-E_KLRC2
1833,HLA-A,KIR3DL1,Cell-Cell Contact,HLA-A_KIR3DL1
1834,HLA-F,LILRB1,Cell-Cell Contact,HLA-F_LILRB1
1835,HLA-E,KLRK1,Cell-Cell Contact,HLA-E_KLRK1
1836,HLA-E,KLRD1,Cell-Cell Contact,HLA-E_KLRD1
1837,HLA-E,KLRC3,Cell-Cell Contact,HLA-E_KLRC3
1838,ULBP1,KLRK1,Cell-Cell Contact,ULBP1_KLRK1
1839,ULBP2,KLRK1,Cell-Cell Contact,ULBP2_KLRK1
1840,ULBP3,KLRK1,Cell-Cell Contact,ULBP3_KLRK1
1841,RAET1L,KLRK1,Cell-Cell Contact,RAET1L_KLRK1
1842,RAET1E,KLRK1,Cell-Cell Contact,RAET1E_KLRK1
1843,RAET1G,KLRK1,Cell-Cell Contact,RAET1G_KLRK1
1844,HLA-DPA1,CD4,Cell-Cell Contact,HLA-DPA1_CD4
1845,HLA-DPB1,CD4,Cell-Cell Contact,HLA-DPB1_CD4
1846,HLA-DQA1,CD4,Cell-Cell Contact,HLA-DQA1_CD4
1847,HLA-DMA,CD4,Cell-Cell Contact,HLA-DMA_CD4
1848,HLA-DMB,CD4,Cell-Cell Contact,HLA-DMB_CD4
1849,HLA-DQA2,CD4,Cell-Cell Contact,HLA-DQA2_CD4
1850,HLA-DOA,CD4,Cell-Cell Contact,HLA-DOA_CD4
1851,HLA-DOB,CD4,Cell-Cell Contact,HLA-DOB_CD4
1852,HLA-DQB1,CD4,Cell-Cell Contact,HLA-DQB1_CD4
1853,HLA-DRA,CD4,Cell-Cell Contact,HLA-DRA_CD4
1854,HLA-DRB1,CD4,Cell-Cell Contact,HLA-DRB1_CD4
1855,HLA-DRB5,CD4,Cell-Cell Contact,HLA-DRB5_CD4
1856,MPZ,MPZL1,Cell-Cell Contact,MPZ_MPZL1
1857,MPZ,MPZ,Cell-Cell Contact,MPZ_MPZ
1858,MPZL1,MPZL1,Cell-Cell Contact,MPZL1_MPZL1
1859,NCAM1,FGFR1,Cell-Cell Contact,NCAM1_FGFR1
1860,NCAM1,NCAM1,Cell-Cell Contact,NCAM1_NCAM1
1861,NCAM1,NCAM2,Cell-Cell Contact,NCAM1_NCAM2
1862,NCAM1,L1CAM,Cell-Cell Contact,NCAM1_L1CAM
1863,NCAM2,L1CAM,Cell-Cell Contact,NCAM2_L1CAM
1864,NECTIN1,CADM3,Cell-Cell Contact,NECTIN1_CADM3
1865,NECTIN1,NECTIN4,Cell-Cell Contact,NECTIN1_NECTIN4
1866,NECTIN3,NECTIN1,Cell-Cell Contact,NECTIN3_NECTIN1
1867,NECTIN3,NECTIN2,Cell-Cell Contact,NECTIN3_NECTIN2
1868,NECTIN3,PVR,Cell-Cell Contact,NECTIN3_PVR
1869,NECTIN3,TIGIT,Cell-Cell Contact,NECTIN3_TIGIT
1870,NECTIN2,CD226,Cell-Cell Contact,NECTIN2_CD226
1871,NECTIN2,TIGIT,Cell-Cell Contact,NECTIN2_TIGIT
1872,NEGR1,NEGR1,Cell-Cell Contact,NEGR1_NEGR1
1873,LRRC4C,NTNG1,Cell-Cell Contact,LRRC4C_NTNG1
1874,LRRC4,NTNG2,Cell-Cell Contact,LRRC4_NTNG2
1875,LRRC4B,PTPRF,Cell-Cell Contact,LRRC4B_PTPRF
1876,DLK1,NOTCH1,Cell-Cell Contact,DLK1_NOTCH1
1877,DLK1,NOTCH2,Cell-Cell Contact,DLK1_NOTCH2
1878,DLK1,NOTCH3,Cell-Cell Contact,DLK1_NOTCH3
1879,DLK1,NOTCH4,Cell-Cell Contact,DLK1_NOTCH4
1880,DLL1,NOTCH1,Cell-Cell Contact,DLL1_NOTCH1
1881,DLL1,NOTCH3,Cell-Cell Contact,DLL1_NOTCH3
1882,DLL1,NOTCH4,Cell-Cell Contact,DLL1_NOTCH4
1883,DLL3,NOTCH1,Cell-Cell Contact,DLL3_NOTCH1
1884,DLL3,NOTCH2,Cell-Cell Contact,DLL3_NOTCH2
1885,DLL3,NOTCH3,Cell-Cell Contact,DLL3_NOTCH3
1886,DLL3,NOTCH4,Cell-Cell Contact,DLL3_NOTCH4
1887,DLL4,NOTCH1,Cell-Cell Contact,DLL4_NOTCH1
1888,DLL4,NOTCH2,Cell-Cell Contact,DLL4_NOTCH2
1889,DLL4,NOTCH3,Cell-Cell Contact,DLL4_NOTCH3
1890,DLL4,NOTCH4,Cell-Cell Contact,DLL4_NOTCH4
1891,JAG1,NOTCH1,Cell-Cell Contact,JAG1_NOTCH1
1892,JAG1,NOTCH2,Cell-Cell Contact,JAG1_NOTCH2
1893,JAG1,NOTCH3,Cell-Cell Contact,JAG1_NOTCH3
1894,JAG1,NOTCH4,Cell-Cell Contact,JAG1_NOTCH4
1895,JAG2,NOTCH1,Cell-Cell Contact,JAG2_NOTCH1
1896,JAG2,NOTCH2,Cell-Cell Contact,JAG2_NOTCH2
1897,JAG2,NOTCH3,Cell-Cell Contact,JAG2_NOTCH3
1898,JAG2,NOTCH4,Cell-Cell Contact,JAG2_NOTCH4
1899,DLL1,NOTCH2,Cell-Cell Contact,DLL1_NOTCH2
1900,NRXN1,NLGN1,Cell-Cell Contact,NRXN1_NLGN1
1901,NRXN1,NLGN2,Cell-Cell Contact,NRXN1_NLGN2
1902,NRXN1,NLGN3,Cell-Cell Contact,NRXN1_NLGN3
1903,NRXN2,NLGN1,Cell-Cell Contact,NRXN2_NLGN1
1904,NRXN2,NLGN2,Cell-Cell Contact,NRXN2_NLGN2
1905,NRXN2,NLGN3,Cell-Cell Contact,NRXN2_NLGN3
1906,NRXN3,NLGN1,Cell-Cell Contact,NRXN3_NLGN1
1907,NRXN3,NLGN2,Cell-Cell Contact,NRXN3_NLGN2
1908,NRXN3,NLGN3,Cell-Cell Contact,NRXN3_NLGN3
1909,OCLN,OCLN,Cell-Cell Contact,OCLN_OCLN
1910,CD274,PDCD1,Cell-Cell Contact,CD274_PDCD1
1911,PDCD1LG2,PDCD1,Cell-Cell Contact,PDCD1LG2_PDCD1
1912,PECAM1,PECAM1,Cell-Cell Contact,PECAM1_PECAM1
1913,PTPRM,PTPRM,Cell-Cell Contact,PTPRM_PTPRM
1914,PVR,CD226,Cell-Cell Contact,PVR_CD226
1915,PVR,TIGIT,Cell-Cell Contact,PVR_TIGIT
1916,SELE,CD44,Cell-Cell Contact,SELE_CD44
1917,SELE,GLG1,Cell-Cell Contact,SELE_GLG1
1918,SELL,CD34,Cell-Cell Contact,SELL_CD34
1919,SELL,PODXL,Cell-Cell Contact,SELL_PODXL
1920,SELL,MADCAM1,Cell-Cell Contact,SELL_MADCAM1
1921,SELPLG,SELE,Cell-Cell Contact,SELPLG_SELE
1922,SELPLG,SELL,Cell-Cell Contact,SELPLG_SELL
1923,SELPLG,SELP,Cell-Cell Contact,SELPLG_SELP
1924,SEMA4A,NRP1,Cell-Cell Contact,SEMA4A_NRP1
1925,SEMA4A,PLXNA1,Cell-Cell Contact,SEMA4A_PLXNA1
1926,SEMA4A,PLXNA2,Cell-Cell Contact,SEMA4A_PLXNA2
1927,SEMA4A,PLXNA3,Cell-Cell Contact,SEMA4A_PLXNA3
1928,SEMA4A,PLXNA4,Cell-Cell Contact,SEMA4A_PLXNA4
1929,SEMA4A,PLXNB1,Cell-Cell Contact,SEMA4A_PLXNB1
1930,SEMA4A,PLXNB2,Cell-Cell Contact,SEMA4A_PLXNB2
1931,SEMA4A,PLXNB3,Cell-Cell Contact,SEMA4A_PLXNB3
1932,SEMA4D,PLXNB1,Cell-Cell Contact,SEMA4D_PLXNB1
1933,SEMA4D,PLXNB2,Cell-Cell Contact,SEMA4D_PLXNB2
1934,SEMA4D,PLXNB3,Cell-Cell Contact,SEMA4D_PLXNB3
1935,SEMA4C,PLXNB2,Cell-Cell Contact,SEMA4C_PLXNB2
1936,SEMA4G,PLXNB2,Cell-Cell Contact,SEMA4G_PLXNB2
1937,SEMA4D,CD72,Cell-Cell Contact,SEMA4D_CD72
1938,SEMA5A,PLXNA1,Cell-Cell Contact,SEMA5A_PLXNA1
1939,SEMA5B,PLXNA1,Cell-Cell Contact,SEMA5B_PLXNA1
1940,SEMA5A,PLXNA3,Cell-Cell Contact,SEMA5A_PLXNA3
1941,SEMA5B,PLXNA3,Cell-Cell Contact,SEMA5B_PLXNA3
1942,SEMA5A,PLXNB3,Cell-Cell Contact,SEMA5A_PLXNB3
1943,SEMA6D,KDR,Cell-Cell Contact,SEMA6D_KDR
1944,SEMA6D,PLXNA1,Cell-Cell Contact,SEMA6D_PLXNA1
1945,SEMA6D,TREM2,Cell-Cell Contact,SEMA6D_TREM2
1946,SEMA6D,TYROBP,Cell-Cell Contact,SEMA6D_TYROBP
1947,SEMA6A,PLXNA2,Cell-Cell Contact,SEMA6A_PLXNA2
1948,SEMA6B,PLXNA2,Cell-Cell Contact,SEMA6B_PLXNA2
1949,SEMA6A,PLXNA4,Cell-Cell Contact,SEMA6A_PLXNA4
1950,SEMA6B,PLXNA4,Cell-Cell Contact,SEMA6B_PLXNA4
1951,SEMA7A,ITGB1,Cell-Cell Contact,SEMA7A_ITGB1
1952,SEMA7A,ITGA1,Cell-Cell Contact,SEMA7A_ITGA1
1953,SEMA7A,PLXNC1,Cell-Cell Contact,SEMA7A_PLXNC1
1954,SIGLEC1,SPN,Cell-Cell Contact,SIGLEC1_SPN
1955,THY1,ITGAM,Cell-Cell Contact,THY1_ITGAM
1956,THY1,ITGB2,Cell-Cell Contact,THY1_ITGB2
1957,THY1,ITGAX,Cell-Cell Contact,THY1_ITGAX
1958,THY1,ITGAV,Cell-Cell Contact,THY1_ITGAV
1959,THY1,ITGB3,Cell-Cell Contact,THY1_ITGB3
1960,ITGA4,VCAM1,Cell-Cell Contact,ITGA4_VCAM1
1961,ITGB1,VCAM1,Cell-Cell Contact,ITGB1_VCAM1
1962,ITGA9,VCAM1,Cell-Cell Contact,ITGA9_VCAM1
1963,ITGB7,VCAM1,Cell-Cell Contact,ITGB7_VCAM1
1964,VSIR,IGSF11,Cell-Cell Contact,VSIR_IGSF11
1965,CDH3,CDH3,Cell-Cell Contact,CDH3_CDH3
1966,CDH12,ITGB1,Cell-Cell Contact,CDH12_ITGB1
1967,CDH12,ITGA1,Cell-Cell Contact,CDH12_ITGA1
1968,DSC1,DSG3,Cell-Cell Contact,DSC1_DSG3
1969,DSC1,DSG4,Cell-Cell Contact,DSC1_DSG4
1970,DSC2,DSG3,Cell-Cell Contact,DSC2_DSG3
1971,DSC2,DSG4,Cell-Cell Contact,DSC2_DSG4
1972,DSC3,DSG3,Cell-Cell Contact,DSC3_DSG3
1973,DSC3,DSG4,Cell-Cell Contact,DSC3_DSG4
1974,GJA5,GJA5,Cell-Cell Contact,GJA5_GJA5
1975,GJA1,GJA5,Cell-Cell Contact,GJA1_GJA5
1976,GJC1,GJA5,Cell-Cell Contact,GJC1_GJA5
1977,GJA3,GJA5,Cell-Cell Contact,GJA3_GJA5
1978,GJA1,GJA1,Cell-Cell Contact,GJA1_GJA1
1979,GJC1,GJA1,Cell-Cell Contact,GJC1_GJA1
1980,GJA3,GJA1,Cell-Cell Contact,GJA3_GJA1
1981,GJC1,GJC1,Cell-Cell Contact,GJC1_GJC1
1982,GJA3,GJC1,Cell-Cell Contact,GJA3_GJC1
1983,GJA3,GJA3,Cell-Cell Contact,GJA3_GJA3
1984,CLDN1,CLDN1,Cell-Cell Contact,CLDN1_CLDN1
1985,CLDN2,CLDN2,Cell-Cell Contact,CLDN2_CLDN2
1986,CLDN3,CLDN3,Cell-Cell Contact,CLDN3_CLDN3
1987,PCDHA10,PCDHA10,Cell-Cell Contact,PCDHA10_PCDHA10
1988,PCDHA11,PCDHA11,Cell-Cell Contact,PCDHA11_PCDHA11
1989,PCDHA12,PCDHA12,Cell-Cell Contact,PCDHA12_PCDHA12
1990,PCDHA13,PCDHA13,Cell-Cell Contact,PCDHA13_PCDHA13
1991,PCDHA1,PCDHA1,Cell-Cell Contact,PCDHA1_PCDHA1
1992,PCDHA2,PCDHA2,Cell-Cell Contact,PCDHA2_PCDHA2
1993,PCDHA3,PCDHA3,Cell-Cell Contact,PCDHA3_PCDHA3
1994,PCDHA4,PCDHA4,Cell-Cell Contact,PCDHA4_PCDHA4
1995,PCDHA5,PCDHA5,Cell-Cell Contact,PCDHA5_PCDHA5
1996,PCDHA6,PCDHA6,Cell-Cell Contact,PCDHA6_PCDHA6
1997,PCDHA7,PCDHA7,Cell-Cell Contact,PCDHA7_PCDHA7
1998,PCDHA8,PCDHA8,Cell-Cell Contact,PCDHA8_PCDHA8
1999,PCDHA9,PCDHA9,Cell-Cell Contact,PCDHA9_PCDHA9
2000,PCDHAC1,PCDHAC1,Cell-Cell Contact,PCDHAC1_PCDHAC1
2001,PCDHAC2,PCDHAC2,Cell-Cell Contact,PCDHAC2_PCDHAC2
2002,PCDHB1,PCDHB1,Cell-Cell Contact,PCDHB1_PCDHB1
2003,PCDHB10,PCDHB10,Cell-Cell Contact,PCDHB10_PCDHB10
2004,PCDHB11,PCDHB11,Cell-Cell Contact,PCDHB11_PCDHB11
2005,PCDHB12,PCDHB12,Cell-Cell Contact,PCDHB12_PCDHB12
2006,PCDHB13,PCDHB13,Cell-Cell Contact,PCDHB13_PCDHB13
2007,PCDHB14,PCDHB14,Cell-Cell Contact,PCDHB14_PCDHB14
2008,PCDHB15,PCDHB15,Cell-Cell Contact,PCDHB15_PCDHB15
2009,PCDHB16,PCDHB16,Cell-Cell Contact,PCDHB16_PCDHB16
2010,PCDHB2,PCDHB2,Cell-Cell Contact,PCDHB2_PCDHB2
2011,PCDHB3,PCDHB3,Cell-Cell Contact,PCDHB3_PCDHB3
2012,PCDHB4,PCDHB4,Cell-Cell Contact,PCDHB4_PCDHB4
2013,PCDHB5,PCDHB5,Cell-Cell Contact,PCDHB5_PCDHB5
2014,PCDHB6,PCDHB6,Cell-Cell Contact,PCDHB6_PCDHB6
2015,PCDHB7,PCDHB7,Cell-Cell Contact,PCDHB7_PCDHB7
2016,PCDHB8,PCDHB8,Cell-Cell Contact,PCDHB8_PCDHB8
2017,PCDHB9,PCDHB9,Cell-Cell Contact,PCDHB9_PCDHB9
2018,PCDHGA1,PCDHGA1,Cell-Cell Contact,PCDHGA1_PCDHGA1
2019,PCDHGA10,PCDHGA10,Cell-Cell Contact,PCDHGA10_PCDHGA10
2020,PCDHGA11,PCDHGA11,Cell-Cell Contact,PCDHGA11_PCDHGA11
2021,PCDHGA12,PCDHGA12,Cell-Cell Contact,PCDHGA12_PCDHGA12
2022,PCDHGA2,PCDHGA2,Cell-Cell Contact,PCDHGA2_PCDHGA2
2023,PCDHGA3,PCDHGA3,Cell-Cell Contact,PCDHGA3_PCDHGA3
2024,PCDHGA4,PCDHGA4,Cell-Cell Contact,PCDHGA4_PCDHGA4
2025,PCDHGA5,PCDHGA5,Cell-Cell Contact,PCDHGA5_PCDHGA5
2026,PCDHGA6,PCDHGA6,Cell-Cell Contact,PCDHGA6_PCDHGA6
